id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<pages>	score<doi>	score<pages doi>	score<isbn>	score<pages isbn>	score<references>
pittsburgh steelers	0.775	-0.7285	3	1132	141526	155	0.0194	1.935	0.8839	29.032	0.8968
pixar	0.9407	0.0811	2	1218	67286	45	0.0444	2.222	1.5556	48.889	1.6
pixies	0.6322	0.3783	2	681	5665	12	0.0833	8.333	2.6667	41.667	2.75
plant	-0.071	0.768	1	1878	1320295	4318	3.4308	51.158	2.1098	56.369	5.4643
podcasting	0.47	0.3159	2	1588	98078	187	0.2193	6.952	0.3904	17.112	0.5775
poetry	-0.1809	0.3844	4	1866	1027299	2542	0.3462	14.319	2.4654	45.555	2.7848
poker	0.7767	-0.2591	3	1090	22719	78	0.6026	5.128	1.3718	24.359	1.8333
pokémon	0.7712	0.5866	2	1029	33322	104	0.1635	7.692	1.6154	46.154	1.7788
poland	-0.8674	-0.2887	6	1957	1899188	2198	0.3007	10.191	3.8248	52.184	4.1174
polish military history	-0.8967	-0.4929	6	1844	1097429	898	0.2327	6.682	4.6403	55.791	4.8675
political parties and politicians in canada	0.071	-0.8608	3	1598	330330	666	0.0871	4.655	1.1862	31.532	1.2688
political party	-0.21	-0.3134	3	1840	1048230	941	0.5345	16.684	3.7513	51.753	4.2625
politics	-0.228	-0.2036	3	2065	13399596	10041	1.1571	24.181	4.0722	47.734	5.1724
politics of the united kingdom	-0.3656	-0.0611	5	1949	2923400	3926	0.4547	15.359	2.146	42.104	2.5874
polynesia	-0.3477	-0.3471	1	1882	411736	626	1.345	22.364	2.2476	40.575	3.5319
pop music	0.7306	0.3326	2	1888	2414384	4039	0.0255	1.461	1.4731	27.383	1.4969
popular culture	0.5133	0.4449	2	1885	358922	312	1.2821	29.167	5.5128	66.346	6.7244
pornography	0.3295	0.2853	2	1671	220681	507	0.8462	18.146	3.1479	54.438	3.9487
portugal	-0.7873	0.0651	4	1830	779158	1507	0.5441	9.754	1.8633	31.984	2.3955
post-cold war	-1.0843	-0.2432	6	1894	2173594	3156	0.1616	6.147	1.5418	26.806	1.6984
post-hardcore	0.5901	0.3908	2	1176	66664	272	0.0074	0.735	0.5441	23.529	0.5515
powderfinger	0.6418	0.4679	2	695	17241	30	0	0	0.2333	16.667	0.2333
primate	-0.1903	0.8939	1	1497	136967	308	12.8506	85.065	4.3149	71.104	16.9156
prince edward island	0.0422	-0.9245	3	1316	50363	56	0.4821	17.857	3.875	42.857	4.2857
prince edward island road transport	0.2602	-1.0267	3	44	212	1	0	0	0	0	0
prison break	0.7478	-0.1074	2	337	1534	7	0	0	0	0	0
pritzker military library-related	-0.3569	-0.787	6	1918	1266952	735	0.483	13.605	6.117	68.571	6.5823
private practice	0.888	-0.1314	2	450	2862	5	0	0	0	0	0
professional sound production	0.6619	0.4841	2	1687	237847	362	0.5635	17.956	1.511	42.818	2.0138
professional wrestling	0.6271	-0.5329	3	1690	943000	2594	0.0015	0.116	1.0652	45.952	1.0667
progressive rock	0.6138	0.449	2	1545	178798	442	0.0566	2.715	3.4683	53.846	3.5226
protected areas	-0.0732	-0.5351	1	1845	671985	1776	0.3953	14.189	1.2173	34.628	1.6042
protected areas of india	-0.4676	0.9633	4	1039	56167	90	0.8222	27.778	4.4667	46.667	5.2556
prussia	-0.8928	-0.2354	6	1896	847742	318	0.956	22.956	7.9403	66.981	8.8616
psp sa	-0.0761	0.4947	1	1886	254213	112	13.4375	69.643	9.5268	80.357	22.7768
psychiatry	0.2561	0.7655	1	1701	258718	380	21.2342	76.842	4.7237	66.316	25.6289
psychology	0.0562	0.6789	1	1938	1630694	3173	12.7835	70.123	4.2483	62.086	16.7488
psychopathic records	0.7956	0.2485	2	624	9805	46	0	0	1.2609	56.522	1.2609
pterosaurs	-0.1137	0.9889	1	668	45977	115	4.4696	82.609	0.6522	31.304	5.0783
public art	-0.2802	-0.4642	5	1800	347228	931	0.1729	5.585	1.4672	40.709	1.6316
pubs	-0.1804	0.1897	5	1237	32148	66	0.0606	4.545	2.0303	54.545	2.0758
puducherry	-0.5156	0.4969	4	1503	70247	34	0.3824	11.765	4.5588	52.941	4.9118
puerto rico	0.3833	-0.2548	3	1843	469297	1010	0.2465	7.723	0.9554	29.01	1.1941
puerto rico road transport	0.4274	-0.9613	3	175	697	4	0	0	0.5	50	0.5
pulmonology	0.248	0.6616	1	1859	748338	353	9.8499	47.309	1.3343	25.779	11.1246
punjab (india)	-0.3351	0.7919	4	1347	75746	118	0.3729	15.254	5.8136	48.305	6.1356
punjab-related	-0.5248	0.7165	4	1246	52401	58	0.5	17.241	6.569	44.828	7.0345
punk music	0.584	0.3288	2	1603	229741	626	0.0703	2.716	1.8339	41.214	1.901
qatar	-1.1612	0.3988	4	1001	18820	6	8.3333	50	25.1667	83.333	33.3333
quaker	-0.5311	0.4626	4	1472	148668	173	0.4682	15.607	3.3873	61.85	3.8439
quebec	0.1083	-0.8059	3	1920	600518	1040	0.5288	9.808	1.9865	35.769	2.4933
quebec road transport	0.2255	-1.0073	3	134	576	2	0	0	0	0	0
queensland	-0.1654	0.3262	1	1721	526383	3025	0.1878	5.455	0.5471	24.165	0.7345
queensland road transport	-0.1432	0.3297	1	258	1848	9	0	0	0.6667	22.222	0.6667
r&b and soul music	0.8074	0.3375	2	1747	1202392	2207	0.0208	1.586	1.3566	32.08	1.377
radio	0.568	-0.048	2	1982	994612	1028	0.3249	9.436	2.5613	49.416	2.857
radio station	0.5352	-0.0744	2	1736	196242	556	0.0306	1.619	0.2608	11.511	0.2914
radiology	0.2289	0.8312	1	1113	38680	65	16.8923	83.077	3.1077	61.538	19.5538
rail transport	-0.1571	0.0776	5	1946	2052560	7708	0.0488	2.802	1.6511	47.574	1.698
rail transport in germany	-0.6775	-0.1122	5	901	64544	459	0	0	1.6078	67.538	1.6078
rajasthan	-0.3753	0.9524	4	1247	71509	146	0.3151	10.959	3.274	58.904	3.5822
rapid transit	-0.1092	0.0834	5	1604	372692	935	0.0663	3.209	1.6299	41.818	1.6909
ras al-khaimah	-0.8772	0.0169	4	304	1196	6	0.1667	16.667	2.6667	83.333	2.6667
reality television	0.6699	0.0429	2	1550	103199	255	0.1294	1.569	0.2706	10.196	0.4
record charts	0.8144	0.4356	2	1105	158695	13	0.0769	7.692	1.0769	38.462	1.1538
record labels	0.7208	0.4178	2	1488	181130	149	0.0403	3.356	1.2953	33.557	1.3356
record production	0.6901	0.3591	2	1608	224616	211	0.0995	5.213	2.7536	37.915	2.8483
red dwarf	0.7098	0.1695	2	510	3454	16	0	0	1.875	75	1.875
reenactment	-0.0941	-0.2605	3	951	9531	21	0.381	9.524	2	47.619	2.381
referees	0.8522	-0.6694	3	1037	49792	127	0.0157	1.575	1.1811	42.52	1.1969
reference works	-0.5602	0.2888	4	1794	250203	236	0.9619	27.966	2.7627	47.458	3.6653
reggae	0.8571	0.416	2	1352	85185	159	0.044	3.145	1.5346	35.849	1.5786
reggaeton	0.7444	0.2311	2	955	25819	65	0.0154	1.538	0.1538	6.154	0.1692
regional and national music	0.4592	0.3444	2	1560	154418	255	0.2353	12.157	2.8118	45.49	3.0118
regional mexican music	0.6606	0.2082	2	996	31916	69	0.1159	2.899	4.6522	52.174	4.7681
regulatory and systems genomics	0.084	0.9485	1	680	17405	47	23.5957	95.745	1.7447	48.936	24.6809
relativity	-0.1812	0.7092	1	1185	112951	190	10.6368	83.684	5.7263	80	16.0263
religion	-0.6909	0.6977	4	2026	6828508	3976	1.63	34.834	9.1154	72.309	10.6532
religious leaders	-0.4893	0.3867	4	901	10867	24	0.5833	25	3.2083	70.833	3.7917
religious texts	-0.7036	0.5247	4	1300	105979	91	0.3956	15.385	4.6703	59.341	5.0549
reproductive medicine	0.2246	0.7619	1	1592	189045	266	19.1729	89.474	4.0489	69.925	23.0714
republic of the congo	-0.9021	-0.0678	1	1068	20292	39	0.5128	23.077	1.5641	33.333	2.0769
requested	-0.1136	0.4564	1	1032	13765	31	3.3226	32.258	4.0323	54.839	7.1935
retailing	0.3641	0.3758	2	1851	226294	358	0.824	16.48	1.3827	37.989	2.1536
rhode island	0.1058	-0.7093	3	1752	234463	381	0.1601	8.399	1.5722	45.669	1.7244
rhode island road transport	0.3757	-0.9469	3	299	4956	39	0	0	0	0	0
rhodesia	-0.4711	-0.6331	6	1822	309751	95	0.8842	18.947	5.2211	49.474	6.0842
richard wagner	0.2368	0.3393	2	947	28542	34	0.3824	17.647	3.4706	41.176	3.8529
richard wright	0.657	0.4593	2	787	8070	5	0	0	14.6	80	14.6
"richmond, virginia"	-0.0421	-0.8594	3	1563	106893	77	0.2597	9.091	2.4805	29.87	2.7403
rick riordan task force	0.3268	0.4184	2	646	5666	20	0.05	5	1.7	80	1.75
ricky martin	0.8083	0.2481	2	975	22446	34	0	0	1.2353	38.235	1.2353
rihanna	0.8672	0.3963	2	1082	76132	99	0.0303	1.01	0.1212	11.111	0.1515
ringo starr	0.7637	0.4802	2	1165	45160	47	0	0	8.5957	70.213	8.5957
risc os	0.5824	0.7009	2	354	2818	8	0.625	37.5	1	62.5	1.375
river	-0.3046	-0.1281	1	1809	563210	1661	0.5924	24.564	1.2836	36.966	1.8471
riverina	-0.1149	0.3113	1	957	27130	80	0.0625	5	1.1	41.25	1.1625
rivers state	-0.5293	0.1227	1	568	4432	29	0.0345	3.448	1.5172	31.034	1.5517
road transport	0.3437	-0.9322	3	1825	1311357	7662	0.0112	0.666	0.2608	11.303	0.2715
roald dahl task force	0.6555	0.1347	2	851	8411	11	0.1818	18.182	2.7273	72.727	2.9091
robotics	0.336	0.5954	2	1689	198472	292	5.1164	50	3.9247	57.534	8.4452
rock music	0.6483	0.3304	2	1892	1839783	2851	0.0365	2.21	3.3753	50.333	3.4107
rocketry	-0.3062	-0.8162	6	1500	193223	238	0.3361	15.966	2.0294	48.739	2.3403
rocks and minerals	-0.0854	0.55	1	1673	251560	271	8.3506	61.993	5.214	60.148	13.1218
rodent	-0.0068	0.8857	1	1406	74134	277	7.0108	68.953	1.6931	46.209	8.5993
rodeo	0.4704	-0.2623	3	1378	66414	272	0.0404	2.574	0.6213	16.912	0.6618
roger waters	0.5623	0.3155	2	941	10846	10	0	0	8	60	8
role-playing game	0.7872	0.5474	2	1345	90810	438	0.0434	2.74	1.7009	54.566	1.742
roller coaster	0.9338	-0.1745	2	999	30328	226	0.0133	0.885	0.3407	19.027	0.354
roman and byzantine military history	-1.1964	0.2728	4	1602	972863	1153	0.4406	15.698	4.1188	66.435	4.5256
roman curia	-0.8026	0.4279	4	1070	100813	124	0.0968	4.839	1.129	37.097	1.2177
romance	0.675	0.0675	2	1609	157577	375	0.1707	6.133	2.248	33.333	2.4053
romani people	-0.586	0.2303	4	1111	21797	45	0.6222	26.667	3.1556	51.111	3.7778
romania	-0.9095	-0.108	6	1948	1376846	1268	0.4385	9.148	2.6522	29.416	3.067
rome	-0.8564	0.3708	4	1812	713544	423	0.9645	25.768	6.1064	56.028	7.0095
roots music	0.4921	0.2891	2	1709	227631	475	0.1368	6.105	1.8295	41.474	1.9558
ross dependency	-0.4534	-0.0889	1	967	11854	8	5.125	37.5	4.125	50	9.25
rotorcraft	-0.6722	-1.2262	6	1255	253714	511	0.0391	1.761	0.7828	34.247	0.82
rowing	-0.2273	0.2094	5	1257	213752	408	0.0221	1.471	0.8162	41.176	0.8382
royal society	-0.1651	0.525	1	880	19455	8	8.75	87.5	0.25	25	9
rugby league	0.0718	0.0825	1	1297	84310	328	0.0793	2.134	0.6372	21.341	0.7134
rugby league (state of origin)	0.0736	0.1995	1	399	7771	31	0	0	0.6129	29.032	0.6129
rugby union	-0.1296	-0.027	5	1536	244947	1116	0.0511	2.419	0.6783	21.864	0.7285
runes	-0.7423	0.267	4	526	8365	28	0.1786	14.286	3.9643	92.857	4.1429
running	0.5559	-0.6043	3	1652	230134	756	0.3082	3.571	0.4934	15.873	0.7976
rupaul's drag race	0.5765	0.104	2	682	13396	35	0.0286	2.857	0.1143	8.571	0.1429
russia	-0.7107	-0.2832	6	2022	5157538	5577	0.8004	16.102	2.9494	46.548	3.7163
russia (demographics and ethnography)	-0.8306	0.1098	4	1692	370934	339	1.3274	30.973	4.9764	61.357	6.2596
russia (economy)	-0.6426	-0.2676	6	1596	205706	372	0.5645	16.667	1.4946	37.366	2.0296
russia (history)	-0.798	-0.3337	6	1970	3217171	2327	0.7125	17.834	4.563	57.284	5.2467
russia (human geography)	-0.7509	-0.217	6	1764	497980	262	0.3969	15.267	2.0611	48.855	2.4466
russia (language and literature)	-0.6075	0.2323	4	1616	262929	326	0.5092	23.313	3.3773	57.055	3.8589
russia (mass media)	-0.4371	-0.1343	2	1525	117182	191	0.377	9.948	1.8534	35.079	2.2147
russia (performing arts)	0.2378	0.3127	2	1542	176050	369	0.1382	8.401	1.7182	31.707	1.8509
russia (physical geography)	-0.6081	-0.1728	1	1681	350888	266	3.9624	40.602	3.1917	51.128	7.0263
russia (politics and law)	-0.6814	-0.2135	6	1758	548071	560	0.3696	17.143	1.825	36.071	2.1804
russia (religion)	-0.9278	0.4752	4	1507	258864	295	0.4068	15.254	3.5559	46.441	3.9288
russia (science and education)	-0.4835	0.2269	1	1701	432735	466	3.1309	37.554	3.3584	54.721	6.3412
russia (sports and games)	0.4611	-0.7871	3	1550	181877	338	0.0444	2.959	0.9438	23.373	0.9822
russia (technology and engineering)	-0.6495	-0.4827	6	1753	573296	838	0.957	15.99	2.3592	56.921	3.2589
russia (visual arts)	-0.7174	-0.2013	6	1453	199733	386	0.1062	5.181	1.1399	32.642	1.2409
"russian, soviet and cis military history"	-0.8167	-0.4538	6	1913	3674081	4264	0.1803	6.825	2.8007	54.01	2.9737
rutgers	0.522	-0.2992	3	1071	22505	39	0.3077	5.128	1.7179	20.513	2.0256
rwanda	-0.6226	0.0611	1	1614	133772	270	0.7296	18.889	2.2037	37.778	2.9222
sailing	-0.3665	-0.6507	6	1453	97224	401	0.0798	2.743	1.0474	29.925	1.1222
saint barthelemy	0.0551	-1.0259	1	166	1025	1	0	0	0	0	0
saint helena	-0.7141	-0.0502	1	1392	60611	32	1.5312	31.25	8.8125	53.125	10.3438
saint kitts and nevis	-0.2299	-0.4069	1	1369	41381	38	0.5263	7.895	2.9211	36.842	3.4211
saint lucia	-0.2822	-0.0219	1	1334	30977	20	0.55	20	1.4	50	1.95
saint martin	-0.0111	-0.944	1	871	7949	9	0.7778	33.333	0.5556	33.333	1.3333
saint pierre and miquelon	-0.2053	-0.645	1	879	8695	13	7.5385	53.846	2.3846	61.538	9.8462
saint vincent and the grenadines	-0.3311	-0.2166	1	1289	30563	25	0.04	4	1.16	32	1.2
saints	-0.8369	0.6465	4	1815	1764098	1269	0.4799	18.755	4.0788	51.3	4.5185
saivism	-0.504	0.9687	4	884	88196	151	0.298	11.921	7.9073	68.212	8.1921
salaf	-1.0398	0.0422	4	1576	245662	130	0.6	27.692	5.7308	47.692	6.3154
salem witch trials task force	-0.0499	-0.4461	3	948	20176	25	0.84	24	4.96	72	5.8
samoa	-0.1969	-0.1181	1	1409	58913	96	1.1458	23.958	1.4375	39.583	2.5625
san antonio task force	0.4	-0.4935	3	1348	64796	93	0.0215	2.151	2.2903	38.71	2.3118
san diego	0.6087	-0.2959	3	1747	195464	294	0.2347	10.204	1.6633	38.435	1.8912
san diego padres	0.8867	-0.5248	3	953	170007	160	0.025	1.25	0.8375	25.625	0.8625
san francisco 49ers	0.8346	-0.7118	3	942	89645	74	0	0	0.9595	35.135	0.9595
san francisco bay area	0.6313	-0.0954	2	2040	1850618	2117	0.5791	12.47	2.0146	44.591	2.5621
san jose earthquakes	0.6893	-0.8117	5	817	24281	34	0	0	0.2059	14.706	0.2059
san jose sharks task force	0.5627	-0.7555	3	514	19811	58	0	0	0.3103	13.793	0.3103
san marino	-0.5709	0.1078	4	1265	28010	26	0.0385	3.846	1.0385	26.923	1.0769
sanitation	0.0066	0.5857	1	1779	309313	424	7.5873	55.425	2.5873	51.651	9.9953
santa barbara county	0.5367	-0.1376	2	1432	53930	90	0.0111	1.111	0.6444	13.333	0.6556
sao tome and principe	-0.6351	0.0133	1	1186	22497	20	0.7	20	1.35	35	2.05
saskatchewan	0.1432	-0.966	3	1742	220180	361	1.482	15.789	2.41	37.119	3.8504
saskatchewan communities and neighbourhoods-related	0.1668	-0.9903	3	844	11828	20	0.05	5	0.8	40	0.85
saskatchewan road transport	0.2344	-1.0139	3	338	4114	13	0	0	0.4615	38.462	0.4615
saudi arabia	-1.0117	0.0981	4	1752	506534	393	0.972	26.209	5.1221	51.145	6.0763
saw task force	0.7898	0.0678	2	573	5393	17	0	0	0.1176	5.882	0.1176
school	0.0366	0.0806	3	1918	504551	2443	0.2722	6.713	0.4814	18.174	0.7483
science	-0.0891	0.7012	1	1835	445830	456	5.9123	49.342	3.4079	49.561	9.0439
science fiction	0.8484	0.2113	2	1896	1291314	2470	0.3296	10.04	2.6842	49.069	2.9927
science fiction novels	0.3429	0.4279	2	1472	97046	351	0.188	8.547	2.1652	46.724	2.3504
science pearls	0.1281	0.6019	1	622	4300	12	2.9167	58.333	0.9167	33.333	3.75
science policy	0.0804	0.497	1	1946	832979	365	8.2164	63.014	4.4438	59.452	12.3863
scotland	-0.4569	0.0939	5	1951	1665654	3480	0.444	13.506	2.1905	42.443	2.5899
scotland transport	-0.1984	0.0977	5	1141	77896	197	0.0558	4.061	2.9797	60.914	3.0305
scottish castle	-0.7287	0.1201	5	795	32398	145	0.131	6.207	1.1655	28.966	1.2966
scottish gaelic	-0.6118	0.2547	5	886	17540	30	0.7	16.667	4.2333	56.667	4.9
scottish islands	-0.6099	0.1046	5	1452	246721	471	1.5605	22.293	5.276	52.017	6.4904
scottish television	0.4626	0.2738	2	372	2405	4	0	0	0	0	0
scouting	-0.2065	-0.6185	3	1858	347348	406	0.5025	12.808	2.6995	50	3.1946
screenwriter	0.6597	-0.018	2	1626	198588	262	0.0763	5.725	2.3206	50.382	2.3931
scuba	-0.3151	-0.6803	1	1732	1255015	517	3.1431	35.203	2.9458	59.961	5.9981
sculpture	-0.4143	0.2954	4	1734	298450	933	0.1651	7.931	1.4362	37.835	1.5927
seattle	0.8367	-0.3505	3	1910	645760	990	0.199	5.859	1.0717	29.495	1.2616
seattle mariners	0.9129	-0.4297	3	1106	150030	159	0.0252	1.258	0.3145	13.836	0.3396
seattle sounders fc	0.6989	-0.8217	5	1047	37264	61	0.0164	1.639	0.6721	13.115	0.6885
seaworld entertainment	0.9187	-0.1854	2	609	5518	31	0.0323	3.226	0.4194	29.032	0.4516
sega	0.7152	0.5984	2	1239	95279	305	0.2885	2.295	1.0918	36.721	1.3607
seinfeld	0.7746	-0.1093	2	867	15600	41	0.0732	4.878	0.8049	43.902	0.878
selena gomez	0.7249	0.3801	2	687	15158	39	0	0	0.0513	5.128	0.0513
semantic web	0.4582	0.6943	2	324	1971	3	0.6667	33.333	3.3333	33.333	3.6667
senegal	-0.6555	0.0294	1	1423	75144	139	0.4173	12.95	1.9496	34.532	2.3597
"september 11, 2001"	-0.2266	-0.5794	3	1584	162500	108	0.6481	23.148	2.8148	51.852	3.4444
serbia	-1.1344	-0.1818	6	1941	1418085	1085	0.5687	13.456	4.4876	48.848	5.0129
serial killer-related	-0.5863	0.0569	4	1771	381265	803	0.2242	7.846	2.1108	40.473	2.3213
seton hall university	0.4509	-0.3144	3	939	19138	21	0	0	0.7143	23.81	0.7143
seventh-day adventist church	-0.6032	0.5965	4	1722	265431	233	0.2318	9.871	3.8112	44.635	4.0386
sex work	0.0806	0.2601	4	1735	260013	452	1.2456	27.434	4.2235	63.274	5.4602
sexology and sexuality	0.1297	0.4204	4	1939	1120270	1427	5.3336	45.2	6.1282	63.7	11.3616
seychelles	-0.8628	0.0146	1	1059	17409	30	0.6333	16.667	1.0333	33.333	1.6667
shakespeare	0.2661	0.2955	2	1616	305564	511	0.4912	16.243	2.728	46.967	3.1722
shakira	0.774	0.3546	2	862	31374	55	0	0	0.3818	20	0.3818
shaktism	-0.5442	0.9673	4	612	34524	30	0.1667	13.333	8.2333	70	8.4
shannara	0.812	0.2321	2	176	830	4	0	0	1	50	1
sharjah	-0.9273	0.1036	4	470	2592	10	1	10	1.7	50	2.7
shark	-0.0955	0.8824	1	1066	55482	199	4.7839	79.397	3.0352	82.412	7.804
sheffield	-0.0782	0.0575	5	1477	101820	247	0.2065	6.478	1.0526	32.794	1.2551
sheffield united f.c.	0.706	-0.8872	5	675	42538	79	0	0	1.5823	51.899	1.5823
sheffield wednesday	0.6987	-0.9042	5	794	43462	84	0.0119	1.19	1.7857	55.952	1.7857
sherlock holmes	0.5886	0.106	2	1166	25045	37	0.1892	8.108	5.027	64.865	5.2162
shi'a islam	-1.1	0.4429	4	1260	176635	126	0.881	34.127	8.3254	72.222	9.1667
ships	-1.0701	-0.9029	6	1882	9967111	20642	0.0203	1.298	1.6518	49.612	1.6714
shipwreck	-1.1848	-0.8905	6	1545	933741	1442	0.0895	3.606	2.5693	65.811	2.656
shopping center	0.3658	-0.0747	5	1416	54775	242	0.0579	1.653	0.6322	20.248	0.686
short story task force	0.2835	0.4218	2	1423	65816	238	0.3361	16.387	2.5042	52.941	2.8109
shreveport task force	0.4197	-0.7997	3	620	5529	10	0.1	10	0	0	0.1
shropshire	-0.3892	0.2024	5	1299	75075	179	0.0838	3.352	1.2626	43.575	1.3408
sia (musician)	0.8387	0.438	2	631	13589	29	0	0	0.3793	6.897	0.3793
sicily	-0.7146	0.2513	4	1554	170525	195	0.3538	9.744	2.4769	44.103	2.8154
sierra leone	-0.6275	-0.0044	1	1326	48306	94	2	30.851	2.5426	46.809	4.5
sikkim	-0.5276	0.811	4	941	21068	27	0.7778	40.741	3.6667	62.963	4.4074
silent films	0.6007	0.0932	2	1290	55233	287	0.0662	4.53	2.1742	36.237	2.2404
sindh	-0.5913	0.3476	4	83	142	2	0	0	0	0	0
singapore	-0.4236	-0.1605	1	1747	386917	1048	0.3989	11.641	1.9351	35.878	2.3187
six flags	0.9458	-0.1665	2	747	11720	53	0	0	0.2075	13.208	0.2075
skateboarding	0.6867	-0.0773	2	929	10103	46	0.1304	6.522	0.587	17.391	0.6957
skepticism	-0.2524	0.7368	4	1937	1289870	1265	6.1344	56.443	6.6316	71.858	12.6142
skiing and snowboarding	0.3842	-0.5072	3	1465	64082	207	0.0821	5.314	0.7246	26.57	0.8068
skyscraper	0.3889	-0.0942	5	1634	177025	411	0.0925	4.623	1.6058	34.55	1.6959
slayer	0.6387	0.4332	2	57	150	1	0	0	0	0	0
slovakia	-0.6461	-0.4005	6	1883	518886	307	0.5668	16.938	3.9316	40.391	4.4788
slovenia	-1.0628	-0.1717	6	1906	633151	391	0.6752	13.299	3.4604	34.015	4.0691
smashing pumpkins	0.6658	0.4521	2	591	9308	25	0	0	0.88	36	0.88
smithsonian institution archives-related	0.0271	0.0485	1	1378	53288	62	2.3226	41.935	2.629	62.903	4.8226
smithsonian institution-related	-0.1774	-0.729	3	1619	224436	340	0.4588	21.176	2.2529	53.529	2.6882
snooker	-0.0857	0.042	5	885	69328	325	0.0031	0.308	0.4123	20	0.4154
soap opera	0.9769	0.3359	2	1530	286415	925	0.0238	1.189	0.8843	28.865	0.907
soccer in the united states and canada	0.6267	-0.7899	5	1643	655687	1166	0.0026	0.257	0.3431	13.379	0.3456
social and political philosophy	-0.4042	0.4306	4	1928	2346350	852	4.054	60.094	11.1667	78.756	14.9214
social housing in the united kingdom	-0.3165	0.1275	5	596	10425	27	0.1481	11.111	2.2222	62.963	2.3704
social movements task force	-0.1845	0.0002	4	1751	328992	223	2.6323	40.359	5.7399	50.673	8.2332
social work	-0.2242	0.3011	1	1533	112192	264	3.053	37.121	2.8068	59.848	5.7424
socialism	-0.4892	-0.141	4	1960	3189173	2324	0.7336	20.826	5.1183	53.528	5.8133
society and medicine	0.1571	0.62	1	1776	370543	549	3.9891	46.812	1.5701	36.794	5.5046
sociology	-0.2586	0.3665	4	2022	3213696	2514	6.7454	57.518	6.8202	66.428	13.3218
softball	0.6788	-0.5069	3	930	23604	77	0	0	0.8701	20.779	0.8701
software	0.5492	0.6627	2	1922	1088414	2278	1.0316	22.915	1.3398	36.04	2.1304
soil	-0.0361	0.5825	1	1534	136211	233	10.5365	67.811	2.6309	52.79	12.8155
solar system	-0.1736	0.6438	1	1693	497173	807	8.5737	68.525	2.1822	48.699	10.5663
solomon islands work group	-0.4999	-1.084	6	1393	118463	104	0.8077	19.231	4.4135	57.692	5.2115
somerset	-0.4544	0.1891	5	1607	255836	602	0.3638	18.439	3.9884	70.1	4.3488
somerset cricket	-0.0056	0.1364	5	647	11365	55	0.0364	3.636	2.9273	80	2.9636
song	0.7687	0.4043	2	1927	2458760	7691	0.0208	1.144	1.1891	28.059	1.2086
south africa	-0.3107	0.2154	1	1960	1149510	2350	1.0413	14.766	1.7451	33.872	2.7638
south african politics	-0.5052	0.0879	1	1403	106197	115	0.5739	12.174	5.9217	40	6.487
south america	-0.2939	-0.3096	1	1936	740156	709	2.4937	31.594	3.2793	46.827	5.7137
south american military history	-0.4958	-0.5945	6	1693	610965	1035	0.1768	7.246	1.944	39.807	2.115
south asia	-0.5171	0.6489	4	1763	413688	166	3.1747	44.578	13.2108	72.892	16.3434
south asian military history	-1.1647	-0.3235	6	1898	1685038	1987	0.1993	6.643	3.2869	43.483	3.4781
south australia	-0.0906	0.3509	1	1527	140662	494	0.6275	13.765	1.4352	44.13	2.0547
south australia road transport	-0.089	0.3369	1	221	1844	3	0	0	2	66.667	2
south carolina	0.1483	-0.7717	3	1799	380279	508	0.2835	10.236	1.7303	37.795	2.0039
south carolina road transport	0.401	-0.9698	3	308	8625	53	0	0	0.0377	3.774	0.0377
south dakota	0.1313	-0.7379	3	1662	240631	290	0.6241	13.793	2.4483	42.069	3.0552
south dakota road transport	0.3968	-0.9893	3	267	4471	18	0	0	0	0	0
south georgia and the south sandwich islands	-0.4755	-0.2105	1	1444	41713	23	0.9565	26.087	5.4348	60.87	6.3478
south park	0.966	-0.0961	2	1273	76105	116	0.0172	1.724	1.0431	34.483	1.0603
south sudan	-0.7289	0.136	4	1365	54946	82	0.7561	21.951	2.122	37.805	2.8659
southeast asia	-0.534	-0.2479	1	1902	1151021	878	2.1093	31.549	5.3679	55.809	7.4203
southeast asian cinema	0.6542	0.0684	2	1173	36447	155	0.0323	1.935	0.6129	12.903	0.6452
southeast asian military history	-0.5626	-0.7504	6	1747	1400351	1699	0.1613	7.534	3.2613	52.031	3.4185
southern california	0.7304	-0.2276	2	1953	1070023	1105	0.2507	8.326	1.6842	37.466	1.9249
southern gospel	0.7758	-0.1696	2	462	2554	5	0.4	40	1.4	40	1.8
southern hemisphere tropical cyclone	-0.0305	-1.0011	1	607	38501	158	0.1709	10.759	0.1772	12.025	0.3481
soviet and post-soviet cinema	-0.0008	0.1632	2	963	24894	60	0.1333	10	3.15	40	3.2833
soviet aviation	-0.8572	-1.1326	6	1059	259934	604	0.0132	1.159	1.3377	57.45	1.3493
soviet union	-0.7284	-0.4008	6	1967	2771686	2503	0.628	14.383	4.1151	58.73	4.7151
space weather	-0.1658	0.6681	1	93	337	1	3	100	0	0	3
spaceflight	-0.247	-0.6844	1	1831	1139762	1571	1.3756	27.88	1.5404	40.802	2.8428
spain	-0.8207	-0.0058	4	1965	2352721	3681	0.3366	12.442	2.4317	39.69	2.7544
spanish africa	-0.835	-0.0545	1	1156	32279	35	0.6857	20	1.8286	37.143	2.4857
spanish cinema	0.646	0.0919	2	1183	28600	67	0.0746	5.97	1.5224	25.373	1.597
spanish military history	-1.0613	-0.366	6	1851	1183418	1309	0.1956	7.716	3.0879	50.573	3.2727
speed skating	0.5405	-0.6316	3	856	11561	64	0.125	3.125	0.2188	12.5	0.3438
